rank,name,code,price,24_H_change,24H_volume,market_cap
2270,ZeuxCoin,ZUC,$0.001001,+25.00%,$1.55,"$190,095.34"
2313,InterValue,INVE,$0.001276,-3.42%,N/A,"$163,188.78"
2357,ZCore,ZCR,$0.01067,-3.99%,$358.98,"$130,883.55"
2185,MoonRadar,MRF,$0.04161,+0.46%,N/A,"$257,082.46"
2102,Freedomcoin,FREED,$0.05171,+0.00%,N/A,"$341,514.47"
2144,HeroFi,HEROEGG,$0.003507,-3.73%,"$8,022.18","$302,361.43"
1871,vSlice,VSL,$0.0125,+0.59%,N/A,"$417,361.86"
2228,Bounty0x,BNTY,$0.0009654,-2.79%,"$36,143.45","$224,676.18"
1920,Fera,FERA,$0.003224,-5.78%,N/A,"$599,488.02"
1966,Qwertycoin,QWC,$0.000004013,-4.31%,$0.1853,"$524,589.96"
1827,TokenPay,TPAY,$0.03669,-0.93%,"$82,874.23","$809,975.17"
2011,NeuroChain,NCC,$0.001003,-3.54%,$660.56,"$459,988.57"
1783,ADAMANT Messenger,ADM,$0.01043,-7.85%,$100.62,"$921,366.10"
2061,CoinDeal Token,CDL,$0.008427,+5.76%,$0.02529,"$394,757.45"
2400,ZPER,ZPR,$0.00008546,-6.09%,N/A,"$107,528.77"
2444,Gaj Finance,GAJ,$0.04453,-5.24%,$638.83,"$86,445.24"
2487,WABnetwork,WAB,$0.000004013,-52.15%,$121.79,"$68,199.52"
2574,Nasdacoin,NSD,$0.001478,-23.47%,"$6,722.84","$40,372.82"
2614,DNotes,NOTE,$0.0002286,-4.53%,N/A,"$30,868.04"
2529,ShowHand,HAND,$0.0000008378,+40.87%,$455.68,"$51,872.10"
2271,Decentralized Machine Learning,DML,$0.0006948,-6.09%,"$2,726.15","$189,647.67"
2314,Cryptojacks,CJ,$0.0004013,-4.31%,N/A,"$163,157.00"
2358,MetaMorph,METM,$0.0003612,-4.31%,N/A,"$130,509.60"
2186,Zero Utility Token,ZUT,$276.92,-5.78%,N/A,"$268,263.27"
2103,CBDAO,BREE,$0.4253,+0.66%,N/A,"$454,171.54"
2145,GamyFi Platform,GFX,$0.3644,-5.87%,"$81,636.97","$300,644.13"
1871,Buying.com,BUY,$0.01611,+0.02%,"$123,009.39","$699,884.09"
2229,srnArt Gallery,SACT,$0.05524,-10.14%,"$14,220.49","$220,949.86"
1921,Motocoin,MOTO,$0.0305,-4.31%,N/A,"$599,081.72"
1967,Wrapped Gen-0 CryptoKitties,WG0,$272.81,-5.78%,N/A,"$524,067.74"
1828,DATA,DTA,$0.00007023,-9.59%,"$65,114.85","$807,608.20"
2012,Rogue West,ROGUE,$0.1135,-13.27%,"$3,573.11","$456,351.59"
1784,Non-Fungible Yearn,NFY,$10.32,-5.59%,$364.43,"$920,165.13"
2062,LYNC Network,LYNC,$0.3992,-5.78%,N/A,"$394,693.97"
2401,EchoLink,EKO,$0.000214,-3.45%,"$11,144.48","$107,024.35"
2445,TRAXIA,TM2,$0.0002621,+5.51%,$55.19,"$86,037.87"
2488,Blockburn,BURN,$0.00003419,-7.23%,N/A,"$67,615.00"
2575,Theresa May Coin,MAY,$0.0004013,-4.31%,N/A,"$40,137.48"
2615,Narrative,NRVE,$0.0003629,+6.14%,N/A,"$29,916.07"
2530,FidexToken,FEX,$0.000001676,-29.56%,$0.08637,"$51,858.90"
2271,Precium,PCM,$0.00032,+0.02%,N/A,"$239,874.31"
2315,Base Protocol,BASE,$0.3367,-10.35%,"$41,294.33","$161,853.86"
2359,EDC Blockchain,EDC,$0.002815,+24.64%,$12.08,"$129,579.19"
2187,Triall,TRL,$0.08735,-7.47%,"$29,437.38","$265,032.82"
2103,SolanaSail Governance Token,GSAIL,$0.09205,-17.86%,$926.26,"$340,570.99"
2146,Team Vitality Fan Token,VIT,$0.5352,-6.67%,"$8,740.85","$299,804.76"
1872,BZEdge,BZE,$0.0002322,-39.72%,$449.63,"$695,593.93"
2230,Webflix Token,WFX,$0.00001531,+0.33%,$31.90,"$220,725.47"
1922,Mrweb Finance,AMA,$0.01826,+15.52%,$2.22 M,"$598,050.48"
1968,MIB Coin,MIB,$0.003082,-2.53%,$21.20,"$521,266.04"
1829,Zuki Moba,ZUKI,$0.02185,-3.73%,"$69,853.57","$804,630.40"
2013,Knit Finance,KFT,$0.09278,+0.08%,"$28,096.61","$454,624.02"
1785,Atlas Protocol,ATP,$0.0003571,+1.50%,"$105,218.03","$919,964.29"
2063,AudioCoin,ADC,$0.0004013,-4.31%,N/A,"$393,570.74"
2401,Open Predict Token,OPT,$0.1049,-0.12%,N/A,"$104,816.50"
2446,HeartBout,HB,$0.001605,+27.59%,$466.50,"$85,871.14"
2489,noob.finance,$NOOB,$2.92,+2.20%,N/A,"$63,970.49"
2576,SeChain,SNN,$0.000002344,+2.74%,"$1,228.99","$39,927.39"
2616,Bitcoin CZ,BCZ,$0.007625,+21.21%,$7.67,"$29,870.96"
2531,WinCash,WCC,$0.03449,-4.17%,$84.89,"$51,722.66"
2272,HaloDAO,RNBW,$0.0336,+3.66%,"$60,107.09","$188,261.06"
2316,MenaPay,MPAY,$0.001204,-4.31%,N/A,"$161,436.14"
2360,Horde,HOR,$0.01647,-2.33%,"$4,431.41","$129,292.58"
2188,Sessia,KICKS,$0.02915,-4.68%,"$20,339.93","$264,187.55"
2104,ZrCoin,ZRC,$0.07652,+0.00%,N/A,"$381,762.93"
2147,Rapidz,RPZX,$0.0001618,+0.15%,N/A,"$298,927.22"
1873,Origo,OGO,$0.001575,-0.18%,"$350,002.39","$693,786.70"
2231,Goose Finance,EGG,$0.1255,-2.49%,"$82,122.49","$220,276.83"
1923,eosDAC,EOSDAC,$0.0009045,-6.57%,"$7,200.95","$597,670.89"
1969,AMATEN,AMA,$0.06859,+0.05%,$403.46,"$519,350.68"
1830,8Bit Doge,BITD,$0.0003089,-3.72%,"$14,655.34","$799,392.14"
2014,GoWithMi,GMAT,$0.0001669,-3.37%,"$45,033.09","$454,515.79"
1786,Heart Number,HTN,$0.0004138,-2.03%,"$57,979.23","$917,056.45"
2064,DECENT,DCT,$0.007811,+3.04%,N/A,"$400,735.51"
2402,Taklimakan Network,TAN,$0.002326,-13.94%,"$29,272.30","$106,877.50"
2447,Cubiex,CBIX,$0.001195,+9.45%,$58.73,"$85,850.47"
2489,Earnbase,ENB,$0.5554,-5.78%,N/A,"$67,458.39"
2577,BackPacker Coin,BPC,$0.006421,-4.31%,$538.69,"$39,510.70"
2617,BoatPilot Token,NAVY,$0.0004013,-4.31%,"$9,222.52","$29,641.55"
2532,Agora,VOTE,$0.001366,-4.36%,$4.09,"$51,311.29"
2273,Switch,ESH,$0.01553,-4.57%,"$182,895.67","$188,186.84"
2317,Wolves of Wall Street,WOWS,$25.01,-5.78%,N/A,"$159,352.17"
2361,PengolinCoin,PGO,$0.00401,-5.93%,"$60,814.33","$129,247.88"
2189,AidCoin,AID,$0.006157,-5.42%,N/A,"$261,980.79"
2104,Azuki,AZUKI,$0.0299,-2.19%,"$21,577.77","$337,474.15"
2148,Team Heretics Fan Token,TH,$0.6906,-6.41%,"$10,274.72","$298,443.99"
1874,Natus Vincere Fan Token,NAVI,$0.6906,-7.46%,"$13,549.25","$691,359.75"
2232,MotaCoin,MOTA,$0.004013,-4.31%,"$1,048.85","$219,854.73"
1924,Bitgear,GEAR,$0.008412,-2.08%,"$36,330.41","$596,435.74"
1970,TigerCash,TCH,$0.009252,-1.04%,$2.67 M,"$518,083.65"
1831,Everex,EVX,$0.03502,-1.14%,"$10,716.03","$794,866.99"
2014,Ownly,OWN,$0.0001204,-0.04%,N/A,"$656,755.21"
1787,Bitswift,BITS,$0.2348,-5.57%,"$1,319.55","$912,005.91"
2064,Xiotri,XIOT,$88.01,-5.78%,N/A,"$388,813.84"
2403,LHT,LHT,$0.002132,-4.03%,$6.46,"$106,587.76"
2448,Lition,LIT,$0.002409,+26.58%,"$121,548.87","$85,629.32"
2490,More Coin,MORE,$0.03331,-4.31%,$115.56,"$66,616.22"
2578,PosEx,PEX,$0.01605,-4.31%,N/A,"$39,379.66"
2618,Mesefa,SEFA,$0.06803,+0.00%,$182.65,"$29,299.25"
2533,Molecular Future,MOF,$0.0005803,-35.55%,N/A,"$50,615.33"
2274,Kuende,KUE,$0.0002104,+0.00%,$0.002144,"$187,982.24"
2318,extraDNA,XDNA,$0.0001335,-8.39%,"$13,676.29","$158,880.78"
2362,GlobalToken,GLT,$0.0009631,+43.54%,$328.34,"$127,868.27"
2190,Moneynet,MNC,$0.0000712,+0.00%,N/A,"$261,060.68"
2105,Donut,DONUT,$0.002798,-7.89%,"$5,962.62","$336,720.28"
2149,CryptoBonusMiles,CBM,$0.00005956,-4.09%,"$1,360.18","$297,804.78"
1875,BitGreen,BITG,$0.06294,-19.98%,"$8,576.37","$751,623.97"
2233,Atmos,ATMOS,$0.003491,-20.71%,$174.63,"$218,968.04"
1925,Beaxy,BXY,$0.002007,-4.31%,$295.41,"$593,443.19"
1971,CryptoFlow,CFL,$0.005618,-14.52%,"$2,376.71","$517,024.62"
1832,Aitra,AITRA,$0.1201,+16.46%,$3.23,"$792,831.98"
2015,OracleChain,OCT,$0.01497,+0.08%,N/A,"$449,076.95"
1788,Phore,PHR,$0.03474,-18.40%,"$2,556.92","$910,914.26"
2404,GoldBlocks,GB,$0.006822,-4.31%,N/A,"$106,178.97"
2448,pulltherug.finance,RUGZ,$6.65,+0.61%,N/A,"$62,735.99"
2491,Unify,UNIFY,$0.003654,-7.62%,N/A,"$66,450.25"
2579,FirstCoin,FRST,$0.001258,-5.24%,N/A,"$39,267.00"
2619,Plus-Coin,NPLC,$0.00006228,-6.09%,N/A,"$29,267.66"
2533,Natmin Pure Escrow,NAT,$0.0003127,+0.00%,N/A,"$50,521.81"
2275,Rentberry,BERRY,$0.0006187,-2.49%,N/A,"$186,491.83"
2319,Liquidity Network,LQD,$0.002586,+0.72%,N/A,"$137,903.47"
2363,Heron Asia,HERON,$0.007292,-3.46%,"$1,920.23","$127,190.49"
2191,VouchForMe,IPL,$0.001221,+6.64%,$758.16,"$299,833.16"
2106,Stox,STX,$0.006619,-6.75%,$646.38,"$335,172.12"
2150,DDKoin,DDK,$0.1741,+5.84%,"$26,965.09","$297,767.19"
1875,Orient Walt,HTDF,$0.00743,-5.12%,"$21,093.07","$690,597.11"
2234,adToken,ADT,$0.0002425,+0.04%,N/A,"$219,175.71"
1926,Sharder,SS,$0.002083,-3.55%,"$98,920.45","$590,085.34"
1972,Pascal,PASC,$0.01413,-7.00%,"$15,126.56","$514,675.07"
1833,MonetaryUnit,MUE,$0.00321,-4.31%,$271.66,"$792,687.20"
2016,KIWIGO,KGO,$0.01057,+3.80%,"$69,629.27","$448,639.33"
1789,Litex,LXT,$0.0004501,-2.88%,"$138,897.98","$900,292.26"
2405,Bitblocks,BBK,$0.0004013,-4.31%,$1.10,"$105,898.12"
2449,Showcase,SHO,$0.003352,+3.40%,"$5,298.05","$84,796.08"
2492,DEX,DEX,$0.0002566,+2.24%,N/A,"$49,141.40"
2580,EveriToken,EVT,$0.001727,-4.08%,N/A,"$39,059.60"
2620,BitBlocks Finance,BBKFI,$0.004962,-3.20%,"$2,926.22","$28,818.82"
2534,PureVidz,VIDZ,$0.0004013,-4.31%,N/A,"$50,275.09"
2275,Polar,POLAR,$0.006924,+0.00%,N/A,"$223,952.45"
2319,Pancake Bunny,BUNNY,$0.3094,-4.52%,"$280,281.06","$157,858.50"
2364,CheesecakeSwap Token,CCAKE,$0.02395,+0.00%,N/A,"$126,895.81"
2191,Jetcoin,JET,$0.02042,-4.04%,"$86,551.74","$260,714.80"
2107,Fire Lotto,FLOT,$0.01218,-5.59%,N/A,"$334,737.21"
2151,Ronin Gamez,RONINGMZ,$0.00003624,-1.04%,"$11,505.00","$297,153.19"
1876,Sint-Truidense Voetbalvereniging Fan Token,STV,$3.41,-5.14%,"$47,950.24","$689,611.00"
2234,Sportcash One,SCONEX,$0.01721,-5.15%,"$107,026.34","$218,654.96"
1927,CannabisCoin,CANN,$0.007625,-4.31%,N/A,"$588,868.25"
1973,PetroDollar,XPD,$0.008026,+6.32%,$4.00,"$513,613.25"
1834,ShipChain,SHIP,$0.001649,-16.27%,$32.86,"$789,377.65"
2017,Yield Protocol,YIELD,$0.0131,-12.31%,"$78,303.29","$445,562.81"
2406,Tokenbox,TBX,$0.009408,-6.20%,"$2,961.59","$105,704.15"
2450,FNB Protocol,FNB,$0.00003502,+63.56%,$3.94,"$84,408.13"
2492,EUNOMIA,ENTS,$0.000004013,-4.31%,$0.004037,"$65,896.64"
2581,Dreamcoin,DRM,$0.01445,-4.31%,N/A,"$38,960.78"
2621,BERNcash,BERN,$0.0004013,-4.31%,N/A,"$28,586.50"
2535,BitSend,BSD,$0.001565,-3.59%,$0.0008742,"$50,234.59"
2276,BitCapitalVendor,BCV,$0.0001821,-0.37%,"$108,305.04","$185,972.28"
2320,ChartEx,CHART,$0.007874,-3.85%,$838.34,"$157,482.36"
2364,KoHo Chain,KHC,$0.009804,+0.00%,N/A,"$130,981.50"
2192,XTRABYTES,XBY,$0.0006019,-25.59%,$31.24,"$258,806.76"
2108,Alt.Estate token,ALT,$0.0004615,-4.31%,N/A,"$334,207.90"
2152,Waletoken,WTN,$0.00001491,-2.67%,N/A,"$297,014.68"
1877,Step Finance,STEP,$0.1715,-6.53%,$3.84 M,"$685,850.86"
2235,Nerva,XNV,$0.01284,+2.07%,$372.76,"$218,536.17"
1928,Coinsbit Token,CNB,$0.000441,-12.37%,"$12,742.99","$587,129.79"
1974,ArGo,ARGO,$0.05766,-3.23%,"$1,943.97","$512,960.32"
1835,Hashgard,GARD,$0.00007881,-5.15%,"$100,516.28","$788,072.59"
2018,DPRating,RATING,$0.0002073,-1.36%,"$34,962.90","$443,652.20"
2407,DMScript,DMST,$0.001054,-4.35%,$39.22,"$105,410.37"
2451,UBU Finance,UBU,$0.0109,-11.83%,"$35,025.17","$84,093.26"
2493,Worldcore,WRC,$0.0003682,-5.13%,N/A,"$65,580.71"
2582,Paytomat,PTI,$0.0002335,+6.30%,N/A,"$38,771.37"
2622,ZeusNetwork,ZEUS,$0.0000004013,-4.31%,$0.01226,"$28,091.18"
2536,FantasyGold,FGC,$0.0003572,-3.22%,N/A,"$49,880.80"
2277,UpToken,UP,$0.001256,-5.44%,$1.12,"$184,091.34"
2321,PlayGame,PXG,$0.0001571,-0.63%,"$1,333.89","$157,059.23"
2365,GoByte,GBX,$0.01324,-9.78%,$98.12,"$126,798.62"
2193,Iridium,IRD,$0.01082,+7.51%,$412.70,"$257,938.84"
2109,Seigniorage Shares,SHARE,$0.01631,+2.97%,"$27,211.15","$332,680.29"
2153,Tornado,TCORE,$49.41,-5.78%,N/A,"$296,489.89"
1878,Transcodium,TNS,$0.00796,-32.97%,$654.35,"$683,300.17"
2236,Axis DeFi,AXIS,$0.1044,-13.80%,"$147,078.44","$217,650.49"
1975,Global Cryptocurrency,GCC,$0.0004013,-4.31%,N/A,"$508,644.06"
1835,MemeCoin Factory,FACTORY,$0.0002135,-17.26%,"$60,582.03",$1.07 M
2019,Tidex Token,TDX,$0.04974,+0.00%,N/A,"$472,758.60"
2408,Birdchain,BIRD,$0.0003754,-4.41%,"$5,611.02","$105,038.42"
2452,WandX,WAND,$0.007127,+0.00%,N/A,"$87,267.60"
2494,Bitradio,BRO,$0.00602,-4.31%,$0.9265,"$65,398.68"
2582,Kora Network Token,KNT,$0.00007182,+0.72%,N/A,"$24,105.58"
2623,Sparkle Loyalty,SPRKL,$0.002149,+35.92%,$3.94,"$27,975.22"
2537,ModiHost,AIM,$0.03951,-17.13%,$183.54,"$49,256.99"
2278,SOAR.FI,SOAR,$0.03063,-5.78%,N/A,"$183,970.68"
2322,TrezarCoin,TZC,$0.000602,-13.31%,$11.60,"$156,256.85"
2365,JUIICE,JUI,$0.00002425,+6.34%,N/A,"$160,041.36"
2194,Trinity Network Credit,TNC,$0.0007709,-7.73%,"$71,724.38","$256,950.18"
2110,DeFinition,DZI,$0.1459,-1.02%,N/A,"$340,603.32"
2154,HashCoin,HSC,$0.00002304,-9.57%,"$16,427.10","$296,404.69"
1879,Delphy,DPY,$0.01097,+6.43%,"$83,426.76","$682,100.98"
2237,Novara Calcio Fan Token,NOV,$1.08,-7.01%,"$15,435.24","$217,247.80"
2409,Fantasy Sports,DFS,$0.01886,-4.62%,N/A,"$104,404.41"
2452,Fyooz,FYZ,$0.01292,+3.18%,"$157,939.43","$83,630.25"
2495,ImageCoin,IMG,$0.005373,-6.69%,"$68,372.08","$65,380.16"
2582,Bitcoin Token,BTCT,$0.002794,-16.73%,$296.48,"$38,526.74"
2624,Rewardiqa,REW,$0.002793,-6.09%,$14.09,"$27,927.67"
2538,Ratecoin,XRA,$0.0004013,-4.31%,N/A,"$49,139.16"
2279,StrongHands,SHND,$0.00001043,-16.80%,$7.26,"$183,354.52"
2323,Auxilium,AUX,$0.001095,+0.44%,"$47,394.05","$155,445.07"
2366,Rate3,RTE,$0.0001417,-6.10%,"$28,898.66","$125,986.11"
2195,Expanse,EXP,$0.01364,-16.58%,"$2,308.65","$256,582.16"
2110,$LONDON,LONDON,$0.007297,-5.78%,N/A,"$332,443.57"
2155,MODEL-X-coin,MODX,$0.02448,-4.31%,N/A,"$294,997.80"
1880,PRCY Coin,PRCY,$0.08024,-1.99%,"$175,851.64","$680,335.30"
2237,Interlude,ISH,$0.006069,+2.19%,N/A,"$285,514.80"
2410,SF Capital,SFCP,$0.001043,+30.95%,$513.94,"$104,338.13"
2453,Beetlecoin,BEET,$0.0002984,-4.90%,N/A,"$82,569.51"
2495,SynLev,SYN,$0.005901,+0.00%,N/A,"$72,268.08"
2583,BTC Lite,BTCL,$0.002007,-20.26%,$9.19,"$37,521.79"
2625,Bitcoin 21,XBTC21,$0.03411,-4.31%,N/A,"$27,053.46"
2539,PAYCENT,PYN,$0.0005757,-7.28%,$28.76,"$49,115.50"
2280,CROAT,CROAT,$0.002007,-20.26%,$27.64,"$183,305.38"
2324,GMB,GMB,$0.0003002,+0.00%,N/A,"$155,285.03"
2367,BiShares,BISON,$0.2917,-4.77%,"$2,073.35","$125,804.76"
1881,Professional Fighters League Fan Token,PFL,$0.5253,-9.06%,"$9,542.18","$679,899.79"
2238,Vox.Finance,VOX,$4.20,-5.52%,"$88,101.09","$215,425.32"
2411,EnterCoin,ENTRC,$0.01822,-2.14%,"$34,438.29","$103,808.85"
2454,Squirrel Finance,NUTS,$0.1625,-4.15%,$141.62,"$81,966.49"
2496,Streamit Coin,STREAM,$0.004816,+18.51%,$89.36,"$65,152.66"
2584,IQ.cash,IQ,$0.00311,-8.23%,"$6,261.84","$37,206.77"
2626,Matrexcoin,MAC,$0.001204,-4.31%,N/A,"$26,698.38"
2540,Energycoin,ENRG,$0.0004013,-4.31%,N/A,"$49,089.51"
2281,MEET.ONE,MEETONE,$0.00009567,+1.28%,$739.27,"$183,045.62"
2325,Cosmo Coin,COSM,$0.0002301,+0.00%,N/A,"$154,357.10"
2368,Bigbom,BBO,$0.0003738,+0.53%,"$50,277.26","$125,586.77"
2412,Gentarium,GTM,$0.01685,+14.83%,$20.50,"$103,543.63"
2455,BSClaunch,BSL,$0.04179,-5.47%,"$39,724.70","$81,620.81"
2497,Truegame,TGAME,$0.0007862,-6.09%,"$2,656.20","$64,917.85"
2585,Desire,DSR,$0.003612,-4.31%,N/A,"$37,090.54"
2627,JavaScript Token,JS,$0.003331,-4.31%,N/A,"$26,619.83"
2541,Infinity Esaham,INFS,$0.0768,+147.72%,$70.13,"$48,776.99"
2413,Alphr finance,ALPHR,$0.05974,-13.12%,"$61,879.32","$103,301.14"
2456,BBSCoin,BBS,$0.0000008026,+6.47%,$97.99,"$81,527.51"
2498,ParallelCoin,DUO,$0.1969,+0.00%,N/A,"$61,957.71"
2586,Cash Tech,CATE,$0.003144,-5.78%,N/A,"$36,957.24"
2628,Kwikswap Protocol,KWIK,$0.002787,-24.35%,N/A,"$26,469.36"
2542,Intelligent Trading Foundation,ITT,$0.002296,+2.76%,N/A,"$22,533.86"
2587,Bitcoin Incognito,XBI,$0.002809,+53.82%,$110.80,"$36,607.68"
2629,SCRIV NETWORK,SCRIV,$0.001069,-10.09%,$39.73,"$26,454.02"
2542,Grimm,GRIMM,$0.0008026,-4.31%,$16.52,"$48,555.97"
2672,WeShow Token,WET,$0.000008361,+0.05%,N/A,"$9,182.64"
2672,Provoco Token,VOCO,$0.00000002001,-0.00%,$0.006802,"$19,996.51"
2673,Dynamite,DYNMT,$0.05119,+8.67%,"$77,552.74","$19,817.87"
2674,MDtoken,MDTK,$0.004811,-4.40%,$6.60,"$19,757.73"
2675,Klimatas,KTS,$0.02725,+182.55%,$616.47,"$19,699.04"
2676,Neuromorphic.io,NMP,$0.00279,-6.19%,$37.53,"$19,528.50"
2677,Bitcashpay (old),BCP,$0.00009821,-5.81%,N/A,"$19,508.96"
2678,Thingschain,TIC,$0.000001674,-6.19%,N/A,"$19,157.46"
2882,XRPUP,XRPUP,$1.34,-12.87%,$8.11 M,N/A
2679,BLAST,BLAST,$0.0004009,-4.40%,N/A,"$19,157.26"
2629,Mining Core Coin,MCC,$0.0004629,-0.04%,N/A,"$15,951.98"
2883,Synapse,SYN,$2.56,-4.37%,$8.09 M,N/A
2680,Atheios,ATH,$0.0004009,-4.40%,$11.24,"$19,035.29"
2630,Kush Finance,KSEED,$0.1,-0.00%,N/A,"$26,238.98"
2925,Paycoin,PCI,$0.77,-0.68%,$5.18 M,N/A
2884,CATCOIN,CATS,$0.000000004101,-39.96%,$7.90 M,N/A
2681,FUTURAX,FTXT,$0.00000558,-24.95%,$2.72,"$19,006.32"
2631,Zuflo Coin,ZFL,$0.0004009,-4.40%,$0.001983,"$26,035.27"
2925,FILUP,FILUP,$0.2101,+14.10%,$4.68 M,N/A
2885,3X Long Bitcoin Token,BULL,"$2,387.32",-14.06%,$7.84 M,N/A
2681,Abitshadow Token,ABST,$0.00003342,-82.75%,$0.3348,"$16,410.34"
2632,Veles,VLS,$0.02004,-2.50%,$0.006298,"$25,843.76"
2839,Magic Internet Money,MIM,$0.9967,-0.02%,$29.96 M,N/A
2748,Independent Money System,IMS,$0.001604,-4.40%,N/A,"$8,609.29"
2969,ADAUP,ADAUP,$12.68,-12.08%,$3.75 M,N/A
3014,MAI,MIMATIC,$0.9963,+0.34%,$2.67 M,N/A
2795,Celeum,CLX,$0.0006065,-6.28%,N/A,"$3,109.76"
3059,BKEX Chain,BKK,$0.211,-0.83%,$2.08 M,N/A
2926,ADADOWN,ADADOWN,$0.006722,+11.49%,$5.17 M,N/A
2886,Metal Backed Money,MBMX,$750.83,+0.18%,$7.79 M,N/A
2682,Carebit,CARE,$0.0001203,-4.40%,$0.00009677,"$18,984.34"
2632,Obee Network,OBEE,$0.000254,-0.03%,N/A,"$15,514.34"
2840,MAGIC,MAGIC,$5.41,-1.20%,$29.44 M,N/A
2749,UNICORN Token,UNI,$0.00008018,-4.40%,$4.42,"$8,571.91"
2970,Orca,ORCA,$2.89,-5.34%,$3.74 M,N/A
3015,XIDO FINANCE,XIDO,$6.32,-0.50%,$2.66 M,N/A
2796,FinNexus,FNX,$0.00008702,-6.07%,$0.00000469,"$2,999.60"
3060,SafeMoon V2,SFM,$0.001562,-3.26%,$2.07 M,N/A
2927,Euphoria,WAGMI,$26.30,-0.84%,$5.16 M,N/A
2887,Artube,ATT,$0.01353,-7.34%,$7.77 M,N/A
2683,Cubiex Power,CBIX-P,$0.1118,-3.24%,$580.90,"$18,849.09"
2633,InvestDigital,IDT,$0.0001947,-10.00%,"$17,042.59","$25,771.87"
2841,Wrapped CRO,WCRO,$0.4411,-2.76%,$25.31 M,N/A
2750,ImageCash,IMGC,$0.001604,-4.40%,$2.58,"$8,557.14"
2971,Astra Guild Ventures,AGV,$0.01691,-13.42%,$3.72 M,N/A
3016,Gas DAO,GAS,$0.00001328,-3.14%,$2.65 M,N/A
2797,XDNA,XDNA,$0.0003207,-30.47%,N/A,"$2,829.28"
3061,FUTURECOIN,FUTURE,$0.6272,-14.10%,$2.07 M,N/A
2928,Floki Inu,FLOKI,$0.00003662,-6.24%,$5.08 M,N/A
2888,RSS3,RSS3,$0.2788,-26.70%,$7.49 M,N/A
2684,iBTC,IBTC,$0.0003678,-5.22%,N/A,"$18,389.26"
2634,Dollarcoin,DLC,$0.002806,-4.40%,N/A,"$25,555.19"
2711,Bonpay,BON,$0.001203,-4.40%,N/A,"$13,578.32"
3106,bloXmove Token,BLXM,$1.61,-9.04%,$1.72 M,N/A
2842,Golden Ratio Token,GRT,$0.4168,-9.91%,$24.42 M,N/A
2751,Cabbage,CAB,$0.0008018,-4.40%,N/A,"$8,418.57"
2972,Dinoland,DNL,$0.1429,-15.72%,$3.66 M,N/A
3017,HashLand Coin,HC,$14.59,+140.40%,$2.64 M,N/A
2798,ETHPlus,ETHP,$0.002001,-0.00%,$126.25,"$2,618.22"
3062,Pigs Token,PIGS,$249.74,-9.30%,$2.07 M,N/A
2929,SpookySwap,BOO,$20.19,-1.54%,$5.05 M,N/A
2889,Kishu Inu,KISHU,$0.000000001729,-1.60%,$7.34 M,N/A
2685,AceD (old),ACED,$0.00007303,-16.34%,$17.01,"$18,257.27"
2635,Netrum,NTR,$0.01194,-4.63%,N/A,"$25,543.74"
2712,Castle,CSTL,$0.0006013,-4.40%,$1.10,"$13,446.98"
3107,Solice,SLC,$1.75,+8.47%,$1.72 M,N/A
3148,Sienna,SIENNA,$6.26,-11.12%,$1.46 M,N/A
3196,Desmos,DSM,$0.684,-10.66%,$1.21 M,N/A
3286,Lil Doge Floki,LILDOGEFLOKI,"$450,087,375.02",+0.00%,"$840,417.02",N/A
3335,Blocto Token,BLT,$0.593,-1.35%,"$745,279.32",N/A
3243,BRCP TOKEN,BRCP,$0.1934,+0.36%,$1.02 M,N/A
2843,Tomb Shares,TSHARE,"$8,035.72",+4.19%,$24.33 M,N/A
2752,GeyserCoin,GSR,$0.004811,-55.01%,$0.01696,"$8,035.80"
2973,GreenCoin.AI,GRC,$0.08443,-2.43%,$3.62 M,N/A
3018,Squid Game,SQUID,$0.03361,-12.74%,$2.62 M,N/A
2799,KZ Cash,KZC,$0.001644,-4.40%,$3.54,"$2,570.63"
3063,Elvantis,ELV,$0.1277,-0.84%,$2.06 M,N/A
2930,Vader Protocol,VADER,$0.02857,-18.49%,$5.01 M,N/A
2890,Australian Dollar Token,AUDT,$0.7156,-0.69%,$7.22 M,N/A
2686,TravelNote,TVNT,$0.008369,-5.04%,N/A,"$18,021.49"
2636,Connect Coin,XCON,$0.0003862,-12.64%,N/A,"$15,060.50"
3380,Fit&Beat,FTB,$0.09258,-0.53%,"$670,046.86",N/A
2712,Ouroboros,OURO,$0.000011,+0.00%,N/A,$344.26
3108,BHAX Token,BHAX,$0.02068,-0.51%,$1.72 M,N/A
3148,Scar Token,SCAR,$0.000000006712,-91.95%,$1.24 M,N/A
3197,Pacific,PAF,$0.01146,-0.61%,$1.21 M,N/A
3287,TTX METAVERSE,XMETA,$0.001931,-6.86%,"$884,439.30",N/A
3336,Geist Finance,GEIST,$0.197,-3.07%,"$743,874.19",N/A
3244,Upper Euro,EURU,$1.13,-0.28%,$1.02 M,N/A
2844,ThetaDrop,TDROP,$0.03967,+0.00%,$22.95 M,N/A
2753,Aeron,ARNX,$0.0004009,-4.40%,"$44,171.58","$8,017.69"
2974,Gains Network,GNS,$3.10,-3.76%,$3.60 M,N/A
3019,Shibnobi,SHINJA,$0.00000000000001069,-7.01%,$2.61 M,N/A
2800,LiteCoin Ultra,LTCU,$0.002405,-4.40%,N/A,"$2,480.59"
3064,LEXIT,LEXI,$0.0476,-6.27%,$2.04 M,N/A
